-0.024033273,-0.032860886,-0.06395393,  1596069942032
-0.024033273,-0.032860886,-0.06395393,  1596069942034
-0.024033273,-0.032860886,-0.06395393,  1596069942036
-0.024033273,-0.032860886,-0.06395393,  1596069942039
-0.049078748,0.001958434,-0.06700826,  1596069942041
-0.048467882,0.007456221,-0.06395393,  1596069942043
-0.050300475,0.021506123,-0.0608996,  1596069942045
-0.058241725,0.037999485,-0.057845272,  1596069942046
-0.06129605,0.057547174,-0.048682295,  1596069942048
-0.06435038,0.067931876,-0.043795373,  1596069942051
-0.07045903,0.08747957,-0.037075855,  1596069942053
-0.071069896,0.095420815,-0.034632392,  1596069942055
-0.075345956,0.11496851,-0.02608028,  1596069942057
-0.07717855,0.13146187,-0.019971628,  1596069942058
-0.08023287,0.14001398,-0.015084706,  1596069942060
-0.07717855,0.15162042,-0.008976054,  1596069942063
-0.075956814,0.162616,-0.0022565362,  1596069942065
-0.075956814,0.16139425,0.0014086553,  1596069942067
-0.071069896,0.1662812,0.013625961,  1596069942069
-0.071069896,0.1662812,0.017291151,  1596069942071
-0.06679384,0.16444859,0.021567209,  1596069942073
-0.063739516,0.1607834,0.028286725,  1596069942075
-0.058241725,0.15345302,0.034395378,  1596069942077
-0.053354803,0.13757052,0.037449703,  1596069942079
-0.053354803,0.13757052,0.037449703,  1596069942081
-0.044802688,0.11924456,0.038671438,  1596069942083
-0.04235923,0.11313591,0.039893165,  1596069942085
-0.041748364,0.099696875,0.035006244,  1596069942086
-0.03319625,0.08137092,0.028286725,  1596069942089
-0.031363655,0.07159707,0.02401067,  1596069942091
-0.028309328,0.05632544,0.01240423,  1596069942093
-0.024644136,0.047162462,0.008739038,  1596069942095
-0.02158981,0.031890832,-0.0022565362,  1596069942096
-0.017313752,0.01906266,-0.015084706,  1596069942099
-0.0148702925,0.012343143,-0.021804225,  1596069942101
-0.0130376965,0.004401895,-0.03402153,  1596069942103
-0.011205101,0.0013475687,-0.049904026,  1596069942105
-0.012426831,0.0013475687,-0.057845272,  1596069942107
-0.016702889,0.0037910298,-0.07861469,  1596069942108
-0.015481158,0.006234491,-0.08716681,  1596069942111
-0.020978944,0.011732277,-0.095108055,  1596069942113
-0.026476732,0.019673526,-0.10732535,  1596069942115
-0.03563971,0.035556022,-0.12198612,  1596069942117
-0.045413554,0.050827652,-0.13420343,  1596069942118
-0.053354803,0.058768902,-0.14214468,  1596069942120
-0.063739516,0.07709485,-0.15558371,  1596069942123
-0.0692373,0.08320352,-0.1610815,  1596069942124
-0.081454605,0.09725341,-0.17085534,  1596069942127
-0.086952396,0.10885985,-0.18490525,  1596069942128
-0.093061045,0.11557937,-0.18673784,  1596069942131
-0.100391425,0.11802283,-0.20017688,  1596069942133
-0.10772181,0.12229889,-0.20628552,  1596069942135
-0.111997865,0.12352061,-0.2068964,  1596069942136
-0.11871739,0.11496851,-0.21361591,  1596069942139
-0.122382574,0.11008158,-0.2117833,  1596069942140
-0.12482604,0.10152947,-0.21239418,  1596069942143
-0.13032383,0.09419909,-0.2117833,  1596069942145
-0.13215642,0.07953832,-0.20872898,  1596069942146
-0.13704334,0.06365582,-0.20933986,  1596069942149
-0.13826507,0.053271115,-0.20872898,  1596069942151
-0.13887593,0.044108134,-0.2117833,  1596069942153
-0.1376542,0.027003909,-0.21117246,  1596069942155
-0.13337815,0.00501276,-0.21361591,  1596069942156
-0.1291021,-0.0114806015,-0.21422678,  1596069942159
-0.1291021,-0.018200118,-0.21605937,  1596069942160
-0.12054998,-0.03591521,-0.2191137,  1596069942163
-0.116273925,-0.044467323,-0.22033544,  1596069942165
-0.10711095,-0.059738956,-0.22400063,  1596069942167
-0.0955045,-0.075621456,-0.22583322,  1596069942169
-0.090006724,-0.08234097,-0.22705495,  1596069942170
-0.07473508,-0.09700174,-0.22888754,  1596069942173
-0.063739516,-0.107997306,-0.23316361,  1596069942174
-0.054576535,-0.11716028,-0.2349962,  1596069942177
-0.036250576,-0.1312102,-0.24293745,  1596069942179
-0.031363655,-0.13365366,-0.24599178,  1596069942181
-0.025865868,-0.13731885,-0.24599178,  1596069942183
-0.01792462,-0.14037317,-0.2508787,  1596069942185
-0.009372505,-0.14281663,-0.2575982,  1596069942187
-0.0038747182,-0.13670798,-0.25820908,  1596069942189
-2.0952677E-4,-0.13243191,-0.26187426,  1596069942191
0.0046773953,-0.12204721,-0.2667612,  1596069942192
0.007120856,-0.1134951,-0.26553947,  1596069942195
0.011396913,-0.094558276,-0.2685938,  1596069942197
0.017505566,-0.05851723,-0.2704264,  1596069942199
0.02055989,-0.043245595,-0.26920465,  1596069942201
0.026057677,-0.03591521,-0.2679829,  1596069942203
0.023614218,-0.01575666,-0.2679829,  1596069942205
0.026057677,-0.0065936795,-0.2685938,  1596069942206
0.02850114,0.018451795,-0.27225897,  1596069942209
0.02850114,0.018451795,-0.27225897,  1596069942211
0.030333737,0.031890832,-0.27286986,  1596069942213
0.030333737,0.041664675,-0.27653503,  1596069942215
0.027279409,0.04227554,-0.2789785,  1596069942217
0.024225082,0.037999485,-0.28691974,  1596069942219
0.019949026,0.032501698,-0.29241756,  1596069942220
0.015062104,0.008067086,-0.30341312,  1596069942223
0.016283834,-0.0035393531,-0.3107435,  1596069942225
0.026668545,-0.029195694,-0.32723686,  1596069942227
0.032166332,-0.05668463,-0.34678453,  1596069942228
0.03399893,-0.070123665,-0.35289317,  1596069942231
0.03399893,-0.10005606,-0.3736626,  1596069942232
0.03460979,-0.11532769,-0.3840473,  1596069942235
0.035831522,-0.14098404,-0.40726018,  1596069942237
0.040107578,-0.17458162,-0.4316948,  1596069942238
0.039496716,-0.18740979,-0.4402469,  1596069942241
0.041940175,-0.21489872,-0.4652924,  1596069942243
0.043161906,-0.23872247,-0.48667267,  1596069942244
0.041329313,-0.2509398,-0.49950084,  1596069942247
0.02972287,-0.27537438,-0.52943325,  1596069942249
0.027279409,-0.27965045,-0.5385962,  1596069942251
0.026668545,-0.28331563,-0.5471483,  1596069942253
0.032777194,-0.2857591,-0.55875474,  1596069942255
0.039496716,-0.29247862,-0.5746373,  1596069942256
0.05782267,-0.29003516,-0.589298,  1596069942259
0.05782267,-0.29003516,-0.589298,  1596069942260
0.07187258,-0.2857591,-0.5960176,  1596069942263
0.071261704,-0.2857591,-0.59785014,  1596069942265
0.07614863,-0.2888134,-0.607624,  1596069942267
0.084089875,-0.2790396,-0.616787,  1596069942269
0.0871442,-0.27109832,-0.61861956,  1596069942270
0.09325285,-0.25460497,-0.6241174,  1596069942273
0.091420256,-0.24055506,-0.6253391,  1596069942275
0.09691805,-0.20756835,-0.6265608,  1596069942276
0.09752891,-0.16664039,-0.62289566,  1596069942279
0.09630718,-0.14648183,-0.62106305,  1596069942281
0.09752891,-0.1098299,-0.61984134,  1596069942283
0.101194106,-0.075621456,-0.616787,  1596069942285
0.10547016,-0.059738956,-0.61556524,  1596069942287
0.11646574,-0.016978389,-0.6088457,  1596069942288
0.12501785,-0.0023176228,-0.6057914,  1596069942291
0.13967861,0.009899682,-0.59968275,  1596069942293
0.14273295,0.012343143,-0.598461,  1596069942295
0.1555611,0.008067086,-0.5960176,  1596069942297
0.16655669,-0.0017067576,-0.5911306,  1596069942298
0.1732762,-0.0047610835,-0.5899089,  1596069942301
0.1909913,-0.02186531,-0.5905198,  1596069942303
0.19832167,-0.028584827,-0.5886872,  1596069942305
0.20809552,-0.04752165,-0.5868546,  1596069942307
0.22031282,-0.07317799,-0.5862437,  1596069942309
0.22214542,-0.08722789,-0.58563286,  1596069942311
0.2313084,-0.12204721,-0.58441114,  1596069942312
0.23863877,-0.15686654,-0.58563286,  1596069942315
0.24108225,-0.17030558,-0.5886872,  1596069942317
0.24658003,-0.21856391,-0.59418494,  1596069942319
0.24413657,-0.23566815,-0.5960176,  1596069942321
0.24413657,-0.25765932,-0.59968275,  1596069942322
0.23497358,-0.28453735,-0.6088457,  1596069942325
0.22703235,-0.3083611,-0.616787,  1596069942327
0.21909109,-0.3260762,-0.6235065,  1596069942329
0.21420418,-0.33401746,-0.6265608,  1596069942331
0.21114984,-0.34318042,-0.6320586,  1596069942333
0.19893254,-0.34806734,-0.6375564,  1596069942335
0.19038044,-0.35539773,-0.6461085,  1596069942337
0.17816313,-0.35173255,-0.65099543,  1596069942339
0.1714436,-0.34501302,-0.6534389,  1596069942341
0.16289149,-0.32913053,-0.6552715,  1596069942343
0.15617198,-0.31996757,-0.6558823,  1596069942345
0.14823073,-0.29003516,-0.6571041,  1596069942347
0.14028947,-0.25765932,-0.6552715,  1596069942349
0.13784602,-0.23872247,-0.6534389,  1596069942351
0.13173737,-0.21062267,-0.64977366,  1596069942353
0.12685044,-0.17641422,-0.6461085,  1596069942354
0.12562871,-0.16541864,-0.6424433,  1596069942357
0.11402228,-0.11899288,-0.630226,  1596069942359
0.111578815,-0.10188866,-0.6247282,  1596069942361
0.11096795,-0.09028222,-0.62228477,  1596069942363
0.106081024,-0.05851723,-0.6094566,  1596069942365
0.10241583,-0.03225002,-0.5935741,  1596069942367
0.1030267,-0.010869736,-0.57646984,  1596069942369
0.1048593,-0.0065936795,-0.56852865,  1596069942371
0.10547016,0.004401895,-0.5538679,  1596069942372
0.10974622,0.001958434,-0.54837006,  1596069942375
0.11096795,0.005623625,-0.5343202,  1596069942377
0.1170766,0.006234491,-0.5111073,  1596069942378
0.12257439,0.005623625,-0.5013334,  1596069942381
0.12685044,0.0025692992,-0.49400306,  1596069942383
0.13723515,-4.85027E-4,-0.47628796,  1596069942384
0.14273295,-0.0072045447,-0.46834671,  1596069942387
0.1555611,-0.021254446,-0.4457447,  1596069942389
0.15678284,-0.02186531,-0.4384143,  1596069942391
0.16228062,-0.028584827,-0.43474913,  1596069942393
0.16838928,-0.04263473,-0.42741874,  1596069942395
0.169611,-0.05057598,-0.42253184,  1596069942397
0.17510879,-0.06768021,-0.4164232,  1596069942399
0.18243918,-0.078675784,-0.41703403,  1596069942401
0.18427177,-0.081730105,-0.41459057,  1596069942403
0.18854783,-0.096390866,-0.41520146,  1596069942405
0.19771081,-0.10433211,-0.41825578,  1596069942407
0.20198686,-0.11532769,-0.41886663,  1596069942409
0.20381945,-0.11960375,-0.4206992,  1596069942411
0.20809552,-0.12449067,-0.41947752,  1596069942413
0.20992811,-0.12571241,-0.4213101,  1596069942415
0.2135933,-0.11960375,-0.42497528,  1596069942417
0.21848023,-0.10555385,-0.42253184,  1596069942419
0.21970196,-0.094558276,-0.42375356,  1596069942421
0.22031282,-0.06584761,-0.42375356,  1596069942423
0.21542591,-0.028584827,-0.41947752,  1596069942425
0.21420418,-0.0059828144,-0.41703403,  1596069942427
0.20626293,0.05388198,-0.41459057,  1596069942429
0.20626293,0.0728188,-0.41336882,  1596069942431
0.20381945,0.089923024,-0.41520146,  1596069942433
0.20259774,0.11069244,-0.41825578,  1596069942435
0.201376,0.124131486,-0.42375356,  1596069942437
0.20565206,0.11619023,-0.43780348,  1596069942439
0.20565206,0.11619023,-0.43780348,  1596069942441
0.21420418,0.1009186,-0.44635555,  1596069942443
0.2172585,0.0887013,-0.45002076,  1596069942445
0.22336715,0.06426669,-0.457962,  1596069942447
0.23436274,0.034334294,-0.4597946,  1596069942449
0.24230397,0.01906266,-0.46284893,  1596069942451
0.255743,-0.0133131975,-0.4646815,  1596069942453
0.26307338,-0.028584827,-0.46651414,  1596069942455
0.27834502,-0.062793285,-0.46895757,  1596069942457
0.29728186,-0.110440776,-0.47628796,  1596069942459
0.29728186,-0.110440776,-0.47628796,  1596069942461
0.3107209,-0.14037317,-0.47934228,  1596069942463
0.31499696,-0.16053173,-0.4830075,  1596069942465
0.31560782,-0.16908383,-0.48545095,  1596069942467
0.31621864,-0.19107498,-0.47934228,  1596069942468
0.31255347,-0.19351844,-0.47995317,  1596069942471
0.3107209,-0.19474018,-0.47628796,  1596069942473
0.30400136,-0.19962709,-0.47017932,  1596069942475
0.2911732,-0.19840537,-0.46284893,  1596069942477
0.27834502,-0.19840537,-0.45735115,  1596069942479
0.27223635,-0.19718364,-0.45246422,  1596069942481
0.25268868,-0.19718364,-0.4481882,  1596069942483
0.24719091,-0.19474018,-0.44696644,  1596069942484
0.2294758,-0.19290757,-0.4402469,  1596069942487
0.21603677,-0.18802066,-0.43291652,  1596069942489
0.2050412,-0.1800794,-0.42619702,  1596069942491
0.19160216,-0.16114259,-0.4158123,  1596069942493
0.1769414,-0.12815587,-0.39870808,  1596069942495
0.1714436,-0.10616471,-0.39198855,  1596069942497
0.1555611,-0.035304345,-0.36022356,  1596069942499
0.1506742,-0.010869736,-0.35044974,  1596069942501
0.15006332,0.010510548,-0.33945417,  1596069942503
0.14517641,0.055714577,-0.31868473,  1596069942505
0.14517641,0.099696875,-0.29547188,  1596069942507
0.14456554,0.14001398,-0.2753133,  1596069942509
0.147009,0.1589508,-0.26187426,  1596069942511
0.15311764,0.185218,-0.24293745,  1596069942513
0.15311764,0.19865705,-0.22827667,  1596069942515
0.1610589,0.216983,-0.20567466,  1596069942517
0.17022188,0.22492425,-0.18734871,  1596069942519
0.17205447,0.22248079,-0.17574227,  1596069942521
0.17877398,0.21209608,-0.15680546,  1596069942523
0.18243918,0.2047657,-0.1470316,  1596069942525
0.18854783,0.17788762,-0.13725775,  1596069942527
0.19832167,0.12962927,-0.12381872,  1596069942529
0.19832167,0.12962927,-0.12381872,  1596069942531
0.20443033,0.092366494,-0.119542666,  1596069942533
0.20748465,0.058768902,-0.11832093,  1596069942535
0.20809552,0.044719003,-0.120153524,  1596069942537
0.20565206,7.367035E-4,-0.1207644,  1596069942539
0.20565206,-0.012702332,-0.12442959,  1596069942541
0.20015426,-0.021254446,-0.12687305,  1596069942543
0.19526735,-0.042023864,-0.13603602,  1596069942545
0.18427177,-0.05057598,-0.14458813,  1596069942547
0.17388707,-0.06340415,-0.15802717,  1596069942549
0.16411322,-0.062182415,-0.15802717,  1596069942551
0.15311764,-0.06645847,-0.16902275,  1596069942553
0.1433438,-0.061571553,-0.1751314,  1596069942555
0.12807217,-0.06034982,-0.18612696,  1596069942557
0.10180497,-0.040802132,-0.2032312,  1596069942559
0.092641994,-0.035304345,-0.20445293,  1596069942561
0.0889768,-0.03225002,-0.20933986,  1596069942563
0.0749269,-0.016367523,-0.21422678,  1596069942565
0.07065084,-0.0096480055,-0.21605937,  1596069942567
0.060266133,0.021506123,-0.21789196,  1596069942569
0.060877,0.034945156,-0.21483764,  1596069942571
0.060877,0.044719003,-0.21483764,  1596069942573
0.059655264,0.0728188,-0.2068964,  1596069942575
0.06148786,0.083814375,-0.20445293,  1596069942577
